tof(microsec),V,E
10805,0.136,0.01526
10815,0.14039,0.01732
10825,0.13014,0.01804
10835,0.13392,0.01758
10845,0.13527,0.01764
10855,0.13173,0.01812
10865,0.12929,0.01915
10875,0.12892,0.01921
10885,0.13478,0.01915
10895,0.13112,0.01929
10905,0.13185,0.01926
10915,0.13783,0.01812
10925,0.13661,0.01846
10935,0.13051,0.01712
10945,0.13331,0.01621
10955,0.1299,0.01789
10965,0.12734,0.01775
10975,0.13441,0.01615
10985,0.13026,0.01626
10995,0.13929,0.01709
11005,0.13295,0.01626
11015,0.13905,0.01655
11025,0.12624,0.01675
11035,0.12917,0.01715
11045,0.13905,0.01641
11055,0.12673,0.01775
11065,0.13588,0.01741
11075,0.12697,0.01844
11085,0.13197,0.01752
11095,0.13173,0.01658
11105,0.13563,0.01652
11115,0.13514,0.01643
11125,0.14088,0.01835
11135,0.12697,0.01701
11145,0.13026,0.01729
11155,0.13673,0.01715
11165,0.13539,0.01666
11175,0.13441,0.01698
11185,0.12831,0.01578
11195,0.13953,0.01829
11205,0.13258,0.01815
11215,0.13527,0.01701
11225,0.13026,0.01698
11235,0.13026,0.01666
11245,0.13283,0.01663
11255,0.13173,0.01681
11265,0.13283,0.01652
11275,0.1388,0.01655
11285,0.13368,0.01792
11295,0.13527,0.01718
11305,0.13527,0.01561
11315,0.13002,0.01703
11325,0.13051,0.01612
11335,0.13405,0.01621
11345,0.13246,0.01758
11355,0.1277,0.01661
11365,0.14149,0.01758
11375,0.12904,0.01578
11385,0.13283,0.01623
11395,0.12246,0.01621
11405,0.12844,0.01586
11415,0.13075,0.01692
11425,0.13661,0.01743
11435,0.13649,0.01621
11445,0.13783,0.01626
11455,0.14185,0.01635
11465,0.1349,0.01663
11475,0.13673,0.01675
11485,0.1421,0.01601
11495,0.1327,0.01592
11505,0.13575,0.01678
11515,0.14234,0.01572
11525,0.13368,0.01746
11535,0.12551,0.01661
11545,0.13258,0.01723
11555,0.13466,0.01709
11565,0.1421,0.01635
11575,0.13026,0.01786
11585,0.13673,0.01641
11595,0.13112,0.01638
11605,0.14051,0.01758
11615,0.13685,0.01572
11625,0.13087,0.01743
11635,0.13051,0.01649
11645,0.13087,0.01758
11655,0.13758,0.01726
11665,0.14039,0.01709
11675,0.13502,0.01775
11685,0.14014,0.01775
11695,0.13795,0.01723
11705,0.1371,0.01681
11715,0.13575,0.01752
11725,0.14515,0.01758
11735,0.13197,0.01638
11745,0.1399,0.01655
11755,0.1377,0.01646
11765,0.13636,0.01826
11775,0.12648,0.01732
11785,0.13807,0.01732
11795,0.13649,0.01689
11805,0.13026,0.01749
11815,0.1371,0.01535
11825,0.13636,0.01535
11835,0.13295,0.01789
11845,0.13588,0.01715
11855,0.13112,0.01663
11865,0.13258,0.01698
11875,0.14161,0.01712
11885,0.13307,0.01821
11895,0.13331,0.01826
11905,0.14185,0.01666
11915,0.141,0.01875
11925,0.1438,0.01689
11935,0.13685,0.01695
11945,0.13588,0.01826
11955,0.14478,0.01715
11965,0.13856,0.01669
11975,0.13685,0.01784
11985,0.13405,0.01555
11995,0.13844,0.01652
12005,0.13892,0.01629
12015,0.1399,0.01603
12025,0.13551,0.01455
12035,0.136,0.01549
12045,0.13551,0.01689
12055,0.13685,0.01706
12065,0.13941,0.01515
12075,0.13453,0.01643
12085,0.13002,0.01569
12095,0.13685,0.01509
12105,0.13941,0.01621
12115,0.14124,0.01586
12125,0.13478,0.01569
12135,0.14685,0.01552
12145,0.13356,0.01606
12155,0.1421,0.01609
12165,0.141,0.01758
12175,0.14222,0.01689
12185,0.13295,0.01555
12195,0.13173,0.01661
12205,0.13453,0.01558
12215,0.13539,0.01701
12225,0.136,0.01672
12235,0.13807,0.01672
12245,0.13502,0.01589
12255,0.136,0.01549
12265,0.13697,0.01655
12275,0.13831,0.01583
12285,0.13478,0.01609
12295,0.1338,0.01683
12305,0.14356,0.01523
12315,0.13661,0.01526
12325,0.13466,0.01626
12335,0.13246,0.01569
12345,0.13807,0.01726
12355,0.13892,0.01621
12365,0.13441,0.01621
12375,0.13258,0.01603
12385,0.13283,0.01692
12395,0.13953,0.01706
12405,0.13514,0.01641
12415,0.13795,0.01563
12425,0.13941,0.01535
12435,0.13502,0.01675
12445,0.13929,0.01589
12455,0.13392,0.01683
12465,0.13819,0.01495
12475,0.13197,0.01529
12485,0.13527,0.01492
12495,0.131,0.01715
12505,0.13758,0.01555
12515,0.14258,0.01629
12525,0.14002,0.01623
12535,0.13685,0.01512
12545,0.13173,0.01569
12555,0.14185,0.01546
12565,0.13844,0.01618
12575,0.14368,0.01709
12585,0.14063,0.01629
12595,0.14344,0.01629
12605,0.13636,0.01543
12615,0.14014,0.01635
12625,0.13551,0.01575
12635,0.13685,0.01546
12645,0.13417,0.01455
12655,0.13966,0.01655
12665,0.13941,0.01661
12675,0.14283,0.01583
12685,0.1338,0.01603
12695,0.13185,0.01709
12705,0.13624,0.01643
12715,0.1377,0.01703
12725,0.14393,0.01649
12735,0.14661,0.01643
12745,0.14075,0.01703
12755,0.13807,0.01563
12765,0.1299,0.01541
12775,0.136,0.01586
12785,0.13905,0.01703
12795,0.14649,0.01746
12805,0.13892,0.01672
12815,0.1388,0.01515
12825,0.13575,0.01661
12835,0.14039,0.01469
12845,0.14344,0.01526
12855,0.14356,0.01706
12865,0.15234,0.01686
12875,0.14417,0.01549
12885,0.14734,0.01535
12895,0.141,0.01475
12905,0.14075,0.01575
12915,0.13941,0.01629
12925,0.13856,0.01655
12935,0.14429,0.01666
12945,0.1349,0.01635
12955,0.1377,0.01626
12965,0.13819,0.01658
12975,0.13539,0.01563
12985,0.13868,0.01672
12995,0.14649,0.01538
13005,0.13734,0.01449
13015,0.13917,0.01521
13025,0.14417,0.01658
13035,0.14027,0.01558
13045,0.14307,0.01572
13055,0.13917,0.01546
13065,0.14417,0.01658
13075,0.15015,0.01563
13085,0.1449,0.01709
13095,0.136,0.01526
13105,0.13722,0.01569
13115,0.14588,0.01621
13125,0.14014,0.01546
13135,0.13978,0.01592
13145,0.14332,0.01632
13155,0.14088,0.01626
13165,0.14307,0.01629
13175,0.14112,0.01589
13185,0.14612,0.01601
13195,0.13978,0.01561
13205,0.14271,0.01532
13215,0.14405,0.01526
13225,0.14795,0.01669
13235,0.14332,0.01498
13245,0.1377,0.01541
13255,0.1449,0.01561
13265,0.14332,0.01646
13275,0.14563,0.01569
13285,0.1471,0.01475
13295,0.14673,0.01603
13305,0.14368,0.01718
13315,0.14173,0.01515
13325,0.15039,0.01689
13335,0.13783,0.01729
13345,0.14161,0.01701
13355,0.1471,0.01723
13365,0.14527,0.01726
13375,0.14368,0.01663
13385,0.1521,0.01749
13395,0.1421,0.01586
13405,0.15015,0.01683
13415,0.14685,0.01703
13425,0.14112,0.01732
13435,0.15637,0.01681
13445,0.146,0.01663
13455,0.14868,0.01806
13465,0.14515,0.01792
13475,0.14271,0.01606
13485,0.14697,0.01489
13495,0.14929,0.01692
13505,0.14246,0.01626
13515,0.14466,0.01806
13525,0.14393,0.01661
13535,0.14576,0.01623
13545,0.14088,0.01612
13555,0.14319,0.01481
13565,0.1438,0.01775
13575,0.14624,0.01635
13585,0.14941,0.01675
13595,0.14283,0.01669
13605,0.14429,0.01621
13615,0.14332,0.01583
13625,0.14563,0.01572
13635,0.14746,0.01678
13645,0.14819,0.01675
13655,0.14063,0.01686
13665,0.14271,0.01672
13675,0.14966,0.01749
13685,0.14697,0.01686
13695,0.15027,0.01741
13705,0.15173,0.01769
13715,0.14454,0.01901
13725,0.15137,0.02006
13735,0.15015,0.01904
13745,0.1449,0.01929
13755,0.1532,0.02035
13765,0.15539,0.02104
13775,0.15283,0.01952
13785,0.15051,0.01815
13795,0.15271,0.01841
13805,0.14746,0.01749
13815,0.1499,0.01786
13825,0.1471,0.01729
13835,0.15076,0.01835
13845,0.14393,0.01666
13855,0.14612,0.01592
13865,0.15588,0.01761
13875,0.15039,0.01761
13885,0.14393,0.01672
13895,0.15234,0.01589
13905,0.15088,0.01706
13915,0.14197,0.01586
13925,0.1471,0.01589
13935,0.14551,0.01575
13945,0.14344,0.01721
13955,0.15185,0.01741
13965,0.15539,0.01603
13975,0.14307,0.01663
13985,0.15002,0.01706
13995,0.14954,0.01649
14005,0.14758,0.01669
14015,0.14368,0.01735
14025,0.15124,0.01609
14035,0.13722,0.01678
14045,0.15002,0.01595
14055,0.15198,0.01726
14065,0.14844,0.01632
14075,0.15063,0.01541
14085,0.15222,0.01655
14095,0.15076,0.01775
14105,0.14722,0.01578
14115,0.14722,0.01629
14125,0.14283,0.01658
14135,0.14941,0.01661
14145,0.15271,0.01643
14155,0.14734,0.01578
14165,0.15149,0.01618
14175,0.14173,0.01652
14185,0.1438,0.01638
14195,0.14917,0.01526
14205,0.15527,0.01715
14215,0.14856,0.01675
14225,0.15259,0.01618
14235,0.146,0.01535
14245,0.14954,0.01692
14255,0.15283,0.01689
14265,0.15954,0.01623
14275,0.14454,0.01706
14285,0.15856,0.01589
14295,0.1671,0.01643
14305,0.17515,0.01606
14315,0.17722,0.01721
14325,0.1782,0.01683
14335,0.18735,0.01692
14345,0.18991,0.01603
14355,0.18979,0.01652
14365,0.17564,0.01641
14375,0.17417,0.01666
14385,0.16515,0.01715
14395,0.16149,0.01612
14405,0.16307,0.01661
14415,0.15576,0.01635
14425,0.15563,0.01589
14435,0.14856,0.01686
14445,0.15112,0.01683
14455,0.15039,0.01601
14465,0.15698,0.01583
14475,0.15259,0.01595
14485,0.15576,0.01629
14495,0.15076,0.01701
14505,0.15332,0.01703
14515,0.14258,0.01623
14525,0.15002,0.01603
14535,0.15039,0.01443
14545,0.15283,0.01612
14555,0.15112,0.01752
14565,0.15271,0.01746
14575,0.15905,0.01572
14585,0.15344,0.01729
14595,0.14344,0.01798
14605,0.15283,0.01603
14615,0.1521,0.01658
14625,0.16076,0.01758
14635,0.15234,0.01569
14645,0.14832,0.01532
14655,0.15393,0.01586
14665,0.15746,0.01572
14675,0.15088,0.01638
14685,0.15356,0.01603
14695,0.14917,0.01632
14705,0.15502,0.01649
14715,0.15198,0.01743
14725,0.15112,0.01635
14735,0.15381,0.01595
14745,0.15137,0.01546
14755,0.15807,0.01655
14765,0.16173,0.01712
14775,0.15015,0.01658
14785,0.15015,0.01703
14795,0.15002,0.01632
14805,0.14783,0.01655
14815,0.14673,0.01526
14825,0.15124,0.01792
14835,0.16381,0.01689
14845,0.15234,0.01578
14855,0.15454,0.01646
14865,0.14819,0.01623
14875,0.15173,0.01641
14885,0.15332,0.01641
14895,0.14624,0.01555
14905,0.15161,0.01523
14915,0.15344,0.01583
14925,0.15429,0.01672
14935,0.15222,0.01649
14945,0.16064,0.01569
14955,0.14661,0.01501
14965,0.14539,0.01635
14975,0.1532,0.01623
14985,0.15576,0.01683
14995,0.15515,0.01709
15005,0.15198,0.01738
15015,0.15356,0.01635
15025,0.15942,0.01592
15035,0.15539,0.01703
15045,0.16039,0.01615
15055,0.15149,0.01715
15065,0.14832,0.01592
15075,0.15795,0.01618
15085,0.15502,0.01695
15095,0.16003,0.01678
15105,0.15588,0.01658
15115,0.15832,0.01658
15125,0.1449,0.01609
15135,0.15381,0.01646
15145,0.14661,0.01566
15155,0.1449,0.01698
15165,0.15637,0.01632
15175,0.15783,0.01718
15185,0.15576,0.01555
15195,0.15661,0.01598
15205,0.15356,0.01535
15215,0.15246,0.01623
15225,0.16137,0.01503
15235,0.14819,0.01655
15245,0.15783,0.01458
15255,0.16161,0.01583
15265,0.14966,0.01618
15275,0.15844,0.01569
15285,0.16161,0.01641
15295,0.14697,0.01578
15305,0.1582,0.01483
15315,0.16076,0.01581
15325,0.15307,0.01652
15335,0.15454,0.01595
15345,0.15929,0.01706
15355,0.15429,0.01683
15365,0.16344,0.01621
15375,0.15954,0.01598
15385,0.15149,0.01615
15395,0.15856,0.01532
15405,0.17186,0.01512
15415,0.16198,0.01621
15425,0.15124,0.01475
15435,0.1521,0.01672
15445,0.15393,0.01578
15455,0.15612,0.01661
15465,0.16649,0.01549
15475,0.15076,0.01561
15485,0.15734,0.01438
15495,0.16112,0.01569
15505,0.16198,0.01541
15515,0.15551,0.01652
15525,0.16417,0.01592
15535,0.15527,0.01566
15545,0.15466,0.01601
15555,0.15905,0.01632
15565,0.15283,0.01643
15575,0.15429,0.01512
15585,0.16027,0.01646
15595,0.15942,0.01578
15605,0.161,0.01466
15615,0.16625,0.01563
15625,0.15112,0.01561
15635,0.16381,0.01735
15645,0.15771,0.01549
15655,0.15502,0.01626
15665,0.16381,0.01609
15675,0.15307,0.01586
15685,0.15673,0.01558
15695,0.15515,0.01581
15705,0.16003,0.01509
15715,0.15027,0.01452
15725,0.15576,0.01523
15735,0.15844,0.01566
15745,0.15893,0.01521
15755,0.156,0.01629
15765,0.16247,0.01612
15775,0.15722,0.01615
15785,0.15588,0.01586
15795,0.16247,0.01578
15805,0.15844,0.01421
15815,0.15807,0.01569
15825,0.15905,0.01549
15835,0.15478,0.01561
15845,0.15942,0.01566
15855,0.16027,0.01383
15865,0.16112,0.01572
15875,0.15332,0.01532
15885,0.16064,0.01626
15895,0.16039,0.01612
15905,0.156,0.01578
15915,0.15954,0.01581
15925,0.16015,0.01463
15935,0.16271,0.01523
15945,0.15539,0.01695
15955,0.15149,0.01661
15965,0.15478,0.01509
15975,0.15027,0.01461
15985,0.15381,0.01549
15995,0.15649,0.01552
16005,0.15966,0.01583
16015,0.15868,0.01538
16025,0.15307,0.01469
16035,0.14954,0.01541
16045,0.15246,0.01515
16055,0.15454,0.01523
16065,0.16088,0.01429
16075,0.15527,0.01672
16085,0.16307,0.01621
16095,0.16112,0.01472
16105,0.16222,0.01603
16115,0.15759,0.01515
16125,0.15905,0.01438
16135,0.1571,0.01495
16145,0.16332,0.01449
16155,0.1582,0.01475
16165,0.16064,0.01538
16175,0.15393,0.01512
16185,0.16027,0.01498
16195,0.15063,0.01538
16205,0.15807,0.01418
16215,0.15271,0.01415
16225,0.14661,0.01463
16235,0.15783,0.01538
16245,0.16112,0.01552
16255,0.15112,0.013
16265,0.15807,0.01461
16275,0.15393,0.01472
16285,0.14905,0.01472
16295,0.15844,0.01346
16305,0.15502,0.01452
16315,0.15759,0.01466
16325,0.15868,0.01486
16335,0.16015,0.01463
16345,0.15661,0.01526
16355,0.15137,0.01549
16365,0.14917,0.01481
16375,0.15344,0.01475
16385,0.14966,0.01395
16395,0.16247,0.01526
16405,0.15515,0.01446
16415,0.14807,0.01443
16425,0.16088,0.01401
16435,0.15734,0.01466
16445,0.15917,0.01489
16455,0.15307,0.01503
16465,0.15576,0.01363
16475,0.15137,0.01495
16485,0.15283,0.01409
16495,0.15685,0.01395
16505,0.15649,0.01472
16515,0.15429,0.01381
16525,0.1532,0.01515
16535,0.15844,0.01366
16545,0.15137,0.01421
16555,0.16234,0.01535
16565,0.15966,0.01452
16575,0.15563,0.01478
16585,0.15661,0.01435
16595,0.15332,0.01412
16605,0.14966,0.01389
16615,0.1532,0.01372
16625,0.15039,0.01323
16635,0.15015,0.01395
16645,0.15539,0.01449
16655,0.15173,0.01343
16665,0.15198,0.01432
16675,0.151,0.01318
16685,0.15759,0.01366
16695,0.14502,0.01506
16705,0.15124,0.01429
16715,0.15661,0.01381
16725,0.15002,0.01406
16735,0.15673,0.01343
16745,0.14185,0.01432
16755,0.1549,0.01512
16765,0.1438,0.01326
16775,0.14905,0.01486
16785,0.1549,0.01503
16795,0.14929,0.01395
16805,0.14661,0.01521
16815,0.15344,0.01515
16825,0.15466,0.01498
16835,0.15283,0.01458
16845,0.1471,0.01492
16855,0.15259,0.01412
16865,0.15527,0.01458
16875,0.15478,0.01506
16885,0.15502,0.01346
16895,0.15283,0.01506
16905,0.1521,0.01421
16915,0.14856,0.01329
16925,0.14319,0.01472
16935,0.15344,0.01335
16945,0.15356,0.01452
16955,0.14649,0.01438
16965,0.14978,0.01363
16975,0.14075,0.01403
16985,0.15441,0.01323
16995,0.15295,0.01378
17005,0.1571,0.01292
17015,0.15051,0.01315
17025,0.14978,0.01272
17035,0.14649,0.01438
17045,0.15002,0.01492
17055,0.14356,0.01383
17065,0.14344,0.01258
17075,0.14246,0.0132
17085,0.14393,0.01375
17095,0.15417,0.01309
17105,0.14868,0.01355
17115,0.15063,0.01306
17125,0.14819,0.01309
17135,0.14295,0.01492
17145,0.14832,0.01298
17155,0.14893,0.013
17165,0.14234,0.01378
17175,0.14478,0.01358
17185,0.13758,0.01166
17195,0.14954,0.01306
17205,0.1449,0.01406
17215,0.13917,0.01278
17225,0.14307,0.0128
17235,0.14929,0.01335
17245,0.14758,0.01346
17255,0.14917,0.01292
17265,0.14527,0.01318
17275,0.15466,0.01212
17285,0.15027,0.01218
17295,0.14478,0.01315
17305,0.14832,0.01275
17315,0.15002,0.01375
17325,0.14661,0.01335
17335,0.14405,0.01363
17345,0.14454,0.01318
17355,0.14563,0.01463
17365,0.13966,0.01375
17375,0.14551,0.01295
17385,0.15149,0.01295
17395,0.14173,0.01289
17405,0.14173,0.01335
17415,0.13514,0.01375
17425,0.14527,0.0136
17435,0.14563,0.01263
17445,0.13697,0.01332
17455,0.13819,0.01249
17465,0.14868,0.01286
17475,0.13892,0.0118
17485,0.14368,0.01243
17495,0.14075,0.01183
17505,0.14454,0.01209
17515,0.14515,0.01346
17525,0.13209,0.01298
17535,0.14332,0.01226
17545,0.14978,0.01249
17555,0.14746,0.01295
17565,0.13612,0.01303
17575,0.14478,0.01209
17585,0.13868,0.01263
17595,0.14478,0.01326
17605,0.14502,0.01366
17615,0.141,0.0128
17625,0.14734,0.01335
17635,0.14856,0.01206
17645,0.14405,0.01178
17655,0.13917,0.01295
17665,0.1399,0.0124
17675,0.14332,0.01272
17685,0.14271,0.01346
17695,0.14417,0.01315
17705,0.1338,0.01292
17715,0.14441,0.01441
17725,0.13978,0.01518
17735,0.14819,0.01523
17745,0.14636,0.01529
17755,0.14405,0.01801
17765,0.15222,0.01852
17775,0.14527,0.01875
17785,0.14941,0.01986
17795,0.14454,0.02049
17805,0.14649,0.02009
17815,0.14624,0.02029
17825,0.14478,0.02118
17835,0.14612,0.02092
17845,0.14832,0.01984
17855,0.14356,0.01872
17865,0.14222,0.01818
17875,0.14454,0.01695
17885,0.141,0.01701
17895,0.14515,0.01641
17905,0.13795,0.01429
17915,0.13966,0.01303
17925,0.1399,0.01349
17935,0.13758,0.01269
17945,0.14563,0.01418
17955,0.14649,0.01255
17965,0.14819,0.01189
17975,0.14185,0.01126
17985,0.13588,0.01263
17995,0.141,0.01155
18005,0.14088,0.01126
18015,0.13624,0.0116
18025,0.13441,0.0124
18035,0.13246,0.01115
18045,0.13868,0.01149
18055,0.13392,0.01263
18065,0.1349,0.0118
18075,0.12819,0.01132
18085,0.13502,0.01266
18095,0.12953,0.0116
18105,0.13075,0.01183
18115,0.12453,0.01146
18125,0.13307,0.0116
18135,0.13405,0.01152
18145,0.13331,0.01175
18155,0.13819,0.01109
18165,0.1349,0.01172
18175,0.12673,0.01163
18185,0.13124,0.01046
18195,0.12539,0.0112
18205,0.12917,0.01166
18215,0.12685,0.01035
18225,0.12819,0.01075
18235,0.13612,0.0114
18245,0.13417,0.01072
18255,0.13002,0.01069
18265,0.13002,0.01118
18275,0.12392,0.01158
18285,0.1227,0.01003
18295,0.12221,0.00966
18305,0.13368,0.01098
18315,0.12258,0.01003
18325,0.1238,0.0106
18335,0.131,0.01083
18345,0.12978,0.01075
18355,0.12783,0.01078
18365,0.1227,0.01055
18375,0.12051,0.01118
18385,0.12246,0.01026
18395,0.13283,0.01112
18405,0.131,0.01138
18415,0.12929,0.01078
18425,0.12868,0.01149
18435,0.131,0.0112
18445,0.12685,0.01038
18455,0.12831,0.01166
18465,0.12185,0.01058
18475,0.1227,0.00998
18485,0.13039,0.01132
18495,0.12234,0.01072
18505,0.12819,0.01109
18515,0.12978,0.01032
18525,0.12685,0.01038
18535,0.12844,0.00986
18545,0.12673,0.01095
18555,0.12441,0.0098
18565,0.12343,0.01126
18575,0.12197,0.01029
18585,0.1299,0.01046
18595,0.12478,0.011
18605,0.12295,0.00989
18615,0.11538,0.01115
18625,0.12039,0.01012
18635,0.12539,0.00892
18645,0.12343,0.01069
18655,0.12014,0.01198
18665,0.12673,0.0116
18675,0.1249,0.01012
18685,0.12331,0.01023
18695,0.13222,0.01032
18705,0.1227,0.01
18715,0.11892,0.01038
18725,0.12429,0.01072
18735,0.12258,0.01123
18745,0.121,0.01115
18755,0.11831,0.00989
18765,0.12331,0.01075
18775,0.12807,0.00952
18785,0.11868,0.01038
18795,0.11868,0.0104
18805,0.11551,0.00955
18815,0.11746,0.0094
18825,0.11734,0.01015
18835,0.12551,0.00966
18845,0.11673,0.01029
18855,0.11526,0.00897
18865,0.11453,0.00975
18875,0.12221,0.00983
18885,0.1216,0.01038
18895,0.12051,0.01006
18905,0.12343,0.00943
18915,0.12295,0.01006
18925,0.11917,0.01
18935,0.10819,0.00995
18945,0.12295,0.00926
18955,0.11746,0.01012
18965,0.11746,0.01066
18975,0.11002,0.0104
18985,0.11843,0.01026
18995,0.11575,0.01095
19005,0.1177,0.01069
19015,0.11124,0.01115
19025,0.12039,0.01035
19035,0.11953,0.009
19045,0.11782,0.0102
19055,0.10831,0.00972
19065,0.11368,0.00983
19075,0.11185,0.01009
19085,0.11173,0.00977
19095,0.10599,0.01009
19105,0.1138,0.01063
19115,0.11404,0.0092
19125,0.11063,0.0094
19135,0.10916,0.01023
19145,0.12221,0.01035
19155,0.11319,0.00872
19165,0.11075,0.01023
19175,0.11294,0.00949
19185,0.11819,0.00975
19195,0.11404,0.01092
19205,0.11575,0.01118
19215,0.11063,0.00946
19225,0.11234,0.00877
19235,0.10819,0.00926
19245,0.1149,0.00983
19255,0.10648,0.00943
19265,0.11355,0.00935
19275,0.10282,0.00957
19285,0.11282,0.00998
19295,0.10538,0.00992
19305,0.10624,0.00943
19315,0.11734,0.01026
19325,0.10782,0.00983
19335,0.11294,0.011
19345,0.10794,0.00983
19355,0.11404,0.00983
19365,0.12246,0.01063
19375,0.10916,0.00992
19385,0.11099,0.0102
19395,0.10977,0.01046
19405,0.11575,0.01012
19415,0.11124,0.01078
19425,0.10075,0.01106
19435,0.1055,0.01109
19445,0.10343,0.01069
19455,0.10514,0.0106
19465,0.1149,0.01032
19475,0.1149,0.01012
19485,0.11124,0.01063
19495,0.10685,0.00957
19505,0.11355,0.01026
19515,0.11051,0.01015
19525,0.11502,0.01115
19535,0.10709,0.00897
19545,0.10355,0.00935
19555,0.10953,0.00975
19565,0.10258,0.00937
19575,0.10758,0.01012
19585,0.09794,0.00915
19595,0.10441,0.00952
19605,0.10697,0.00869
19615,0.10819,0.00986
19625,0.10868,0.00883
19635,0.09977,0.00866
19645,0.10294,0.00915
19655,0.10685,0.00872
19665,0.10672,0.00895
19675,0.09989,0.00909
19685,0.10197,0.0086
19695,0.1038,0.00855
19705,0.11124,0.00872
19715,0.10185,0.00857
19725,0.10697,0.00835
19735,0.10477,0.008
19745,0.09928,0.00955
19755,0.10087,0.00897
19765,0.1016,0.00857
19775,0.09904,0.00835
19785,0.09916,0.00877
19795,0.10611,0.00809
19805,0.10185,0.00852
19815,0.10002,0.00826
19825,0.09794,0.00932
19835,0.10392,0.00915
19845,0.09648,0.0076
19855,0.10136,0.00843
19865,0.10124,0.00863
19875,0.10075,0.0096
19885,0.10453,0.00892
19895,0.10526,0.00817
19905,0.10307,0.00929
19915,0.10624,0.008
19925,0.10099,0.00857
19935,0.10014,0.00897
19945,0.10172,0.00857
19955,0.09745,0.00855
19965,0.10038,0.00815
19975,0.09087,0.0082
19985,0.09831,0.00932
19995,0.10038,0.00726
20005,0.09636,0.00883
20015,0.10355,0.00829
20025,0.10563,0.00912
20035,0.09928,0.00883
20045,0.10246,0.00923
20055,0.0988,0.00857
20065,0.09306,0.00866
20075,0.10014,0.00863
20085,0.1038,0.00923
20095,0.09258,0.008
20105,0.09245,0.00863
20115,0.09733,0.00835
20125,0.1016,0.00895
20135,0.09428,0.00909
20145,0.09233,0.00823
20155,0.09758,0.00777
20165,0.09197,0.00863
20175,0.09977,0.008
20185,0.10136,0.0078
20195,0.10136,0.00877
20205,0.09623,0.00775
20215,0.10026,0.00826
20225,0.09209,0.00826
20235,0.10075,0.00797
20245,0.1066,0.00855
20255,0.0927,0.0088
20265,0.09477,0.00717
20275,0.09843,0.00766
20285,0.0977,0.00877
20295,0.0905,0.00789
20305,0.0977,0.00812
20315,0.09733,0.00903
20325,0.09563,0.00866
20335,0.09282,0.00812
20345,0.09575,0.00706
20355,0.09221,0.00797
20365,0.09209,0.00883
20375,0.09026,0.0084
20385,0.08648,0.00866
20395,0.09636,0.00749
20405,0.09014,0.00769
20415,0.09331,0.0078
20425,0.09538,0.00803
20435,0.08867,0.00815
20445,0.09489,0.0082
20455,0.09184,0.00832
20465,0.09111,0.00746
20475,0.09197,0.00797
20485,0.09343,0.00855
20495,0.0916,0.00789
20505,0.09684,0.00789
20515,0.09087,0.0074
20525,0.0977,0.00849
20535,0.09367,0.00892
20545,0.09221,0.00843
20555,0.09123,0.00797
20565,0.08843,0.00837
20575,0.08892,0.00886
20585,0.08733,0.00789
20595,0.08489,0.00777
20605,0.08672,0.00803
20615,0.09282,0.00823
20625,0.08806,0.00806
20635,0.0844,0.00715
20645,0.08538,0.0082
20655,0.08928,0.00795
20665,0.08209,0.00849
20675,0.09111,0.0082
20685,0.08879,0.00906
20695,0.08757,0.00749
20705,0.0877,0.00797
20715,0.08514,0.00855
20725,0.08099,0.00829
20735,0.09258,0.00826
20745,0.09075,0.00703
20755,0.08623,0.00829
20765,0.0844,0.0074
20775,0.08684,0.00812
20785,0.08611,0.00872
20795,0.09355,0.00746
20805,0.08904,0.00689
20815,0.08684,0.00792
20825,0.08623,0.00783
20835,0.0905,0.00803
20845,0.08428,0.0086
20855,0.08245,0.00823
20865,0.08514,0.00757
20875,0.08379,0.00783
20885,0.08428,0.00823
20895,0.08148,0.00795
20905,0.08209,0.00826
20915,0.09014,0.00837
20925,0.08538,0.0082
20935,0.0827,0.00775
20945,0.08636,0.0068
20955,0.08477,0.00849
20965,0.0827,0.00783
20975,0.08782,0.00772
20985,0.08026,0.00715
20995,0.08209,0.00692
21005,0.08428,0.00829
21015,0.0794,0.00815
21025,0.08245,0.00815
21035,0.08184,0.00772
21045,0.07867,0.008
21055,0.07745,0.00752
21065,0.08294,0.00777
21075,0.08209,0.00709
21085,0.0844,0.00777
21095,0.08001,0.0076
21105,0.0816,0.00732
21115,0.0805,0.00735
21125,0.0844,0.0074
21135,0.08318,0.0078
21145,0.07879,0.00732
21155,0.08209,0.00797
21165,0.08538,0.00835
21175,0.07867,0.00752
21185,0.07818,0.00872
21195,0.08135,0.00823
21205,0.08697,0.008
21215,0.07916,0.00757
21225,0.07709,0.008
21235,0.07501,0.00743
21245,0.08233,0.00837
21255,0.08526,0.00809
21265,0.08111,0.00723
21275,0.07684,0.00777
21285,0.07562,0.00832
21295,0.0744,0.00826
21305,0.0766,0.00729
21315,0.07635,0.00806
21325,0.0827,0.00877
21335,0.08074,0.00732
21345,0.07952,0.00812
21355,0.08087,0.008
21365,0.07489,0.00743
21375,0.07367,0.0074
21385,0.07257,0.00717
21395,0.07269,0.00832
21405,0.0755,0.00803
21415,0.07635,0.00872
21425,0.07672,0.00746
21435,0.07684,0.00855
21445,0.08123,0.00769
21455,0.07928,0.00835
21465,0.07501,0.00815
21475,0.07587,0.00806
21485,0.07538,0.00809
21495,0.07965,0.00743
21505,0.07245,0.00777
21515,0.07757,0.00769
21525,0.07818,0.0088
21535,0.07599,0.00752
21545,0.07367,0.00752
21555,0.08148,0.0082
21565,0.07684,0.00797
21575,0.06977,0.00849
21585,0.06916,0.00812
