tof(microsec),V,E
32385,0.01817,0.00143
32395,0.01769,0.00126
32405,0.02171,0.00163
32415,0.01903,0.00134
32425,0.01939,0.00151
32435,0.01915,0.0014
32445,0.02134,0.00169
32455,0.01854,0.00131
32465,0.01756,0.00126
32475,0.01964,0.00117
32485,0.01659,0.00114
32495,0.0183,0.00151
32505,0.01842,0.00137
32515,0.02,0.00123
32525,0.01915,0.00126
32535,0.01964,0.0012
32545,0.02195,0.00111
32555,0.02195,0.00111
32565,0.01805,0.00151
32575,0.01793,0.00111
32585,0.01976,0.00137
32595,0.01915,0.00137
32605,0.01915,0.00169
32615,0.01915,0.00131
32625,0.02049,0.00126
32635,0.01732,0.00131
32645,0.01793,0.00109
32655,0.01683,0.00129
32665,0.0211,0.00109
32675,0.01952,0.00137
32685,0.01915,0.00151
32695,0.0172,0.00137
32705,0.01586,0.00137
32715,0.01622,0.00177
32725,0.01793,0.0012
32735,0.02061,0.0012
32745,0.02049,0.00126
32755,0.01634,0.00146
32765,0.02037,0.00123
32775,0.01866,0.00143
32785,0.02,0.00137
32795,0.01756,0.00143
32805,0.0172,0.00134
32815,0.01683,0.00149
32825,0.01573,0.00146
32835,0.01939,0.00143
32845,0.01561,0.00103
32855,0.02025,0.00126
32865,0.02147,0.00123
32875,0.01817,0.00134
32885,0.02037,0.00166
32895,0.01817,0.00117
32905,0.02061,0.00106
32915,0.01634,0.00151
32925,0.01573,0.00134
32935,0.01549,0.0012
32945,0.01708,0.00126
32955,0.01451,0.00103
32965,0.01891,0.00129
32975,0.01866,0.00137
32985,0.01708,0.001
32995,0.01756,0.00134
33005,0.01781,0.00114
33015,0.01695,0.00111
33025,0.01781,0.00126
33035,0.01708,0.00149
33045,0.01732,0.00154
33055,0.01634,0.001
33065,0.01744,0.00114
33075,0.02013,0.00134
33085,0.01939,0.00149
33095,0.01732,0.00109
33105,0.01647,0.00111
33115,0.01647,0.00183
33125,0.01891,0.0014
33135,0.01769,0.00129
33145,0.01537,0.00131
33155,0.01964,0.00123
33165,0.01756,0.0012
33175,0.01598,9.72E-04
33185,0.01891,0.00111
33195,0.01903,0.00137
33205,0.01854,0.00151
33215,0.01903,0.00137
33225,0.01647,0.00117
33235,0.01476,0.00109
33245,0.01769,0.00157
33255,0.01622,0.00114
33265,0.01817,0.00123
33275,0.01842,0.00111
33285,0.01854,0.00117
33295,0.01634,0.00131
33305,0.01756,0.001
33315,0.01573,0.001
33325,0.01732,0.00111
33335,0.01781,0.0012
33345,0.01805,9.15E-04
33355,0.01671,0.00109
33365,0.01964,0.00111
33375,0.01598,0.00134
33385,0.01769,0.00109
33395,0.01744,0.0014
33405,0.01561,0.00137
33415,0.01903,0.00129
33425,0.01793,0.00114
33435,0.01769,0.00111
33445,0.01647,0.00111
33455,0.0172,0.00157
33465,0.0211,0.00111
33475,0.015,0.00143
33485,0.01781,0.00117
33495,0.01561,0.0014
33505,0.01732,0.0014
33515,0.01708,0.001
33525,0.01561,0.00117
33535,0.01842,0.00114
33545,0.01842,0.00129
33555,0.01866,0.0012
33565,0.01549,0.00129
33575,0.01732,0.00117
33585,0.01525,9.15E-04
33595,0.01586,0.0012
33605,0.01744,0.00106
33615,0.01659,0.00123
33625,0.0183,0.00131
33635,0.01756,0.00109
33645,0.01634,0.00117
33655,0.01964,0.00129
33665,0.01634,9.72E-04
33675,0.01647,9.72E-04
33685,0.01512,0.00129
33695,0.01769,0.00106
33705,0.01598,0.00103
33715,0.01586,9.43E-04
33725,0.0161,0.00126
33735,0.01659,0.00106
33745,0.01598,0.0014
33755,0.01525,0.0012
33765,0.01634,9.72E-04
33775,0.01671,0.00126
33785,0.0172,0.00106
33795,0.01695,0.00117
33805,0.01793,0.00103
33815,0.01817,0.00157
33825,0.01525,9.15E-04
33835,0.01769,0.00123
33845,0.01439,0.00123
33855,0.015,0.00126
33865,0.01427,0.00117
33875,0.01378,9.43E-04
33885,0.01647,0.00134
33895,0.01427,9.72E-04
33905,0.01451,0.00134
33915,0.01805,0.00114
33925,0.01683,0.00143
33935,0.01854,0.00129
33945,0.0172,0.00117
33955,0.01708,9.43E-04
33965,0.01671,0.0014
33975,0.01586,0.00126
33985,0.01647,0.00109
33995,0.01525,0.0012
34005,0.0172,0.00111
34015,0.01415,0.00106
34025,0.01537,0.001
34035,0.01549,8.57E-04
34045,0.01756,0.00146
34055,0.01537,0.00123
34065,0.01647,0.00103
34075,0.01622,0.00114
34085,0.01598,0.00117
34095,0.01561,9.15E-04
34105,0.01549,0.00111
34115,0.01366,0.00126
34125,0.01525,9.72E-04
34135,0.01598,0.00109
34145,0.01671,0.00123
34155,0.01647,0.00143
34165,0.01769,0.00114
34175,0.01488,0.00106
34185,0.01586,0.001
34195,0.01244,0.00137
34205,0.01354,6.86E-04
34215,0.01208,8.57E-04
34225,0.01622,0.0012
34235,0.01439,0.0012
34245,0.01769,8.86E-04
34255,0.01366,8.29E-04
34265,0.01427,0.00106
34275,0.01537,0.001
34285,0.01622,0.00123
34295,0.01586,0.00129
34305,0.01464,0.00134
34315,0.01561,0.0012
34325,0.01878,9.43E-04
34335,0.01354,0.00103
34345,0.01403,0.00111
34355,0.0183,0.00106
34365,0.01476,0.00134
34375,0.01634,0.00117
34385,0.01244,0.00103
34395,0.01427,0.00117
34405,0.01622,0.0012
34415,0.01647,0.00103
34425,0.01683,0.00123
34435,0.01476,0.00129
34445,0.01561,0.00129
34455,0.01647,0.00106
34465,0.01732,7.72E-04
34475,0.01488,0.00114
34485,0.01415,0.00106
34495,0.01708,0.00111
34505,0.01573,0.00117
34515,0.01403,7.15E-04
34525,0.01293,8.29E-04
34535,0.015,0.00103
34545,0.01586,9.72E-04
34555,0.01512,0.00109
34565,0.01403,0.00126
34575,0.01451,9.72E-04
34585,0.0172,0.0012
34595,0.01488,7.72E-04
34605,0.015,0.00109
34615,0.01451,9.72E-04
34625,0.01525,0.00117
34635,0.0139,0.00109
34645,0.01586,9.15E-04
34655,0.01561,0.00103
34665,0.01586,9.43E-04
34675,0.01476,8.86E-04
34685,0.01476,9.43E-04
34695,0.01573,0.001
34705,0.01439,0.00114
34715,0.01317,0.0012
34725,0.01634,0.00106
34735,0.01476,0.00103
34745,0.01281,0.00117
34755,0.01488,0.00114
34765,0.01598,7.15E-04
34775,0.0139,0.00123
34785,0.01378,0.00111
34795,0.01476,0.001
34805,0.01281,0.00103
34815,0.01537,9.43E-04
34825,0.01378,8.86E-04
34835,0.01525,9.43E-04
34845,0.01439,0.00106
34855,0.01561,6.86E-04
34865,0.01683,8.57E-04
34875,0.01476,0.00106
34885,0.01512,7.72E-04
34895,0.01451,0.00103
34905,0.01415,0.00109
34915,0.01464,0.00106
34925,0.0122,0.00114
34935,0.01476,0.00106
34945,0.01195,9.72E-04
34955,0.01281,9.72E-04
34965,0.01573,9.72E-04
34975,0.01488,0.00106
34985,0.01439,9.72E-04
34995,0.01281,0.00129
35005,0.01439,8.86E-04
35015,0.01378,0.00106
35025,0.0161,9.15E-04
35035,0.01537,0.0012
35045,0.01293,0.00111
35055,0.01086,0.00109
35065,0.01256,8.57E-04
35075,0.01183,8.29E-04
35085,0.01573,9.43E-04
35095,0.01232,8.29E-04
35105,0.01622,9.15E-04
35115,0.01244,9.72E-04
35125,0.01244,0.00106
35135,0.01464,0.00117
35145,0.01427,9.43E-04
35155,0.01244,8.86E-04
35165,0.01451,6.57E-04
35175,0.01317,9.43E-04
35185,0.01439,8.57E-04
35195,0.0139,9.72E-04
35205,0.01293,0.00103
35215,0.0122,8.86E-04
35225,0.01354,9.43E-04
35235,0.0111,7.43E-04
35245,0.01281,9.43E-04
35255,0.01281,8.86E-04
35265,0.01244,0.00106
35275,0.01159,6.86E-04
35285,0.01317,0.0012
35295,0.01512,7.15E-04
35305,0.01256,9.43E-04
35315,0.01244,0.00103
35325,0.01208,8.29E-04
35335,0.01244,0.00103
35345,0.01561,0.00117
35355,0.01171,0.00103
35365,0.01476,8.57E-04
35375,0.01256,7.43E-04
35385,0.01439,8.86E-04
35395,0.01451,0.00109
35405,0.01476,9.15E-04
35415,0.01317,0.00103
35425,0.0139,8.86E-04
35435,0.01439,6.57E-04
35445,0.01073,6.57E-04
35455,0.01329,9.15E-04
35465,0.01464,0.00129
35475,0.01305,7.72E-04
35485,0.01183,9.15E-04
35495,0.01098,8.29E-04
35505,0.01378,8.57E-04
35515,0.01293,9.72E-04
35525,0.0111,8.57E-04
35535,0.01451,0.00123
35545,0.01134,8.57E-04
35555,0.01159,0.00117
35565,0.01354,0.00111
35575,0.01293,0.00111
35585,0.01342,7.43E-04
35595,0.01244,9.15E-04
35605,0.01329,7.15E-04
35615,0.01183,0.00109
35625,0.0122,8.29E-04
35635,0.01268,8.29E-04
35645,0.01195,6.86E-04
35655,0.01122,8.00E-04
35665,0.01366,0.00114
35675,0.01488,6.29E-04
35685,0.01281,0.001
35695,0.01293,6.57E-04
35705,0.01354,8.29E-04
35715,0.01281,8.29E-04
35725,0.01049,6.29E-04
35735,0.0122,6.00E-04
35745,0.01244,8.29E-04
35755,0.01305,0.00123
35765,0.01232,8.86E-04
35775,0.0111,7.72E-04
35785,0.01098,8.00E-04
35795,0.01317,0.001
35805,0.0122,8.86E-04
35815,0.01171,8.29E-04
35825,0.01183,0.00103
35835,0.01305,7.72E-04
35845,0.01268,0.00117
35855,0.01098,8.29E-04
35865,0.01098,0.00109
35875,0.01195,8.00E-04
35885,0.01061,6.00E-04
35895,0.01488,8.00E-04
35905,0.01451,9.72E-04
35915,0.01122,0.00114
35925,0.01293,7.15E-04
35935,0.01037,9.15E-04
35945,0.01208,0.00103
35955,0.01305,8.29E-04
35965,0.01305,5.72E-04
35975,0.01244,0.0014
35985,0.01122,0.00114
35995,0.00939,6.29E-04
36005,0.01244,8.86E-04
36015,0.01037,0.00109
36025,0.01122,0.00106
36035,0.01025,8.57E-04
36045,0.01268,8.86E-04
36055,0.00988,8.00E-04
36065,0.01256,6.86E-04
36075,0.01256,0.00103
36085,0.01073,0.00106
36095,0.01232,0.001
36105,0.01037,0.00106
36115,0.01171,0.001
36125,0.01244,8.86E-04
36135,0.00976,4.57E-04
36145,0.01037,9.43E-04
36155,0.01183,9.43E-04
36165,0.01037,7.43E-04
36175,0.01342,9.43E-04
36185,0.01256,0.001
36195,0.01451,7.43E-04
36205,0.01073,7.15E-04
36215,0.00939,6.86E-04
36225,0.00976,9.72E-04
36235,0.01305,6.86E-04
36245,0.01183,7.43E-04
36255,0.01134,8.00E-04
36265,0.01086,4.86E-04
36275,0.01098,7.72E-04
36285,0.01208,7.43E-04
36295,0.01122,8.29E-04
36305,0.01061,7.43E-04
36315,0.01073,6.86E-04
36325,0.01134,8.57E-04
36335,0.01305,8.86E-04
36345,0.01195,9.43E-04
36355,0.01049,6.86E-04
36365,0.01268,0.00111
36375,0.01159,6.86E-04
36385,0.01183,8.86E-04
36395,0.00854,7.43E-04
36405,0.00781,7.15E-04
36415,0.01061,6.57E-04
36425,0.01086,9.43E-04
36435,0.01317,7.15E-04
36445,0.01049,6.57E-04
36455,0.00976,7.43E-04
36465,0.01134,7.72E-04
36475,0.01049,7.43E-04
36485,0.01354,9.15E-04
36495,0.00988,7.15E-04
36505,0.0122,9.15E-04
36515,0.01073,6.57E-04
36525,0.01037,6.86E-04
36535,0.0111,0.00106
36545,0.01317,8.29E-04
36555,0.00915,7.72E-04
36565,0.01012,6.57E-04
36575,0.00878,0.00103
36585,0.01073,0.00106
36595,0.01195,8.57E-04
36605,0.01037,8.29E-04
36615,0.01061,4.29E-04
36625,0.00915,7.43E-04
36635,0.01025,9.43E-04
36645,0.00976,7.43E-04
36655,0.01134,6.57E-04
36665,0.01098,7.72E-04
36675,0.01256,9.15E-04
36685,0.01122,8.29E-04
36695,0.00964,9.72E-04
36705,0.00915,0.00103
36715,0.01049,8.29E-04
36725,0.0089,9.15E-04
36735,0.00988,5.72E-04
36745,0.01159,8.57E-04
36755,0.01012,9.43E-04
36765,0.01281,6.57E-04
36775,0.01086,8.86E-04
36785,0.01305,8.00E-04
36795,0.01073,6.00E-04
36805,0.00988,6.57E-04
36815,0.00951,8.29E-04
36825,0.00903,4.29E-04
36835,0.01159,5.14E-04
36845,0.01147,0.00117
36855,0.00964,9.43E-04
36865,0.00878,6.00E-04
36875,0.00878,7.72E-04
36885,0.01073,8.00E-04
36895,0.00805,5.72E-04
36905,0.01147,8.57E-04
36915,0.00951,0.00103
36925,0.00878,8.29E-04
36935,0.00854,6.29E-04
36945,0.01147,7.15E-04
36955,0.00988,8.57E-04
36965,0.01,6.86E-04
36975,0.00817,5.43E-04
36985,0.01012,8.86E-04
36995,0.01025,9.15E-04
37005,0.01037,4.86E-04
37015,0.01037,7.43E-04
37025,0.01025,6.86E-04
37035,0.0089,8.57E-04
37045,0.00817,0.00114
37055,0.00805,7.15E-04
37065,0.01,7.15E-04
37075,0.0089,8.86E-04
37085,0.01037,6.57E-04
37095,0.01,8.29E-04
37105,0.01,8.00E-04
37115,0.00854,7.43E-04
37125,0.00964,6.86E-04
37135,0.00866,9.43E-04
37145,0.01049,6.86E-04
37155,0.0089,7.15E-04
37165,0.00903,6.00E-04
37175,0.00805,9.43E-04
37185,0.0111,5.72E-04
37195,0.00976,0.001
37205,0.00817,7.43E-04
37215,0.01,6.86E-04
37225,0.00768,6.86E-04
37235,0.00951,6.00E-04
37245,0.00988,5.72E-04
37255,0.00988,5.14E-04
37265,0.00866,7.43E-04
37275,0.00744,5.43E-04
37285,0.00927,7.15E-04
37295,0.00988,7.72E-04
37305,0.00903,3.43E-04
37315,0.00793,6.29E-04
37325,0.00842,7.72E-04
37335,0.00854,6.29E-04
37345,0.00915,6.57E-04
37355,0.00817,7.43E-04
37365,0.00793,5.72E-04
37375,0.00781,6.86E-04
37385,0.00732,4.29E-04
37395,0.01012,9.15E-04
37405,0.0072,7.43E-04
37415,0.00927,9.43E-04
37425,0.00866,7.72E-04
37435,0.00976,6.29E-04
37445,0.00817,4.86E-04
37455,0.00915,6.57E-04
37465,0.00732,3.43E-04
37475,0.00817,7.72E-04
37485,0.00744,6.29E-04
37495,0.00683,6.86E-04
37505,0.00671,5.14E-04
37515,0.01073,8.00E-04
37525,0.01049,7.15E-04
37535,0.01012,6.29E-04
37545,0.00915,5.43E-04
37555,0.00793,7.72E-04
37565,0.00842,5.43E-04
37575,0.00732,4.57E-04
37585,0.00732,8.00E-04
37595,0.0089,8.57E-04
37605,0.00793,6.00E-04
37615,0.00866,3.72E-04
37625,0.00781,4.57E-04
37635,0.00988,3.43E-04
37645,0.00988,5.43E-04
37655,0.00817,6.29E-04
37665,0.00988,7.43E-04
37675,0.00915,6.29E-04
37685,0.00671,7.72E-04
37695,0.00829,6.00E-04
37705,0.00768,8.00E-04
37715,0.0089,5.14E-04
37725,0.01134,3.72E-04
37735,0.00683,4.29E-04
37745,0.00768,5.43E-04
37755,0.00756,6.00E-04
37765,0.00732,6.00E-04
37775,0.00793,6.00E-04
37785,0.00671,6.00E-04
37795,0.00927,5.72E-04
37805,0.00756,5.14E-04
37815,0.00793,7.43E-04
37825,0.00549,8.57E-04
37835,0.00671,4.00E-04
37845,0.00756,7.72E-04
37855,0.0089,3.14E-04
37865,0.00756,8.57E-04
37875,0.0089,6.29E-04
37885,0.00817,4.57E-04
37895,0.00829,6.00E-04
37905,0.00842,8.00E-04
37915,0.00793,5.43E-04
37925,0.00744,5.14E-04
37935,0.00707,5.14E-04
37945,0.00878,6.29E-04
37955,0.00866,9.43E-04
37965,0.00683,5.14E-04
37975,0.00756,7.15E-04
37985,0.00707,4.00E-04
37995,0.00598,3.43E-04
38005,0.00793,7.15E-04
38015,0.00671,6.29E-04
38025,0.00866,3.72E-04
38035,0.00854,4.00E-04
38045,0.00707,5.72E-04
38055,0.00829,5.43E-04
38065,0.00622,6.29E-04
38075,0.00549,8.29E-04
38085,0.00817,4.86E-04
38095,0.00781,6.29E-04
38105,0.00598,6.29E-04
38115,0.00854,4.00E-04
38125,0.0072,5.72E-04
38135,0.0072,4.00E-04
38145,0.00768,4.00E-04
38155,0.00768,4.57E-04
38165,0.00683,3.43E-04
38175,0.00573,7.15E-04
38185,0.00756,4.86E-04
38195,0.00561,5.14E-04
38205,0.00573,6.00E-04
38215,0.00695,6.57E-04
38225,0.00768,6.29E-04
38235,0.00549,3.72E-04
38245,0.00732,5.43E-04
38255,0.00695,3.72E-04
38265,0.00683,5.72E-04
38275,0.00671,4.57E-04
38285,0.00854,3.14E-04
38295,0.00866,6.00E-04
38305,0.00768,6.29E-04
38315,0.00671,6.29E-04
38325,0.00622,7.15E-04
38335,0.00573,3.43E-04
38345,0.00622,4.57E-04
38355,0.00634,4.29E-04
38365,0.00768,3.43E-04
38375,0.00707,3.14E-04
38385,0.00598,5.14E-04
38395,0.00537,4.86E-04
38405,0.00793,6.86E-04
38415,0.00598,4.29E-04
38425,0.00695,6.00E-04
38435,0.00524,4.00E-04
38445,0.0061,2.57E-04
38455,0.00744,6.86E-04
38465,0.00671,5.14E-04
38475,0.00598,5.14E-04
38485,0.00451,4.00E-04
38495,0.00622,7.72E-04
38505,0.00646,6.00E-04
38515,0.00622,3.43E-04
38525,0.00549,4.00E-04
38535,0.00683,3.43E-04
38545,0.00671,6.86E-04
38555,0.0061,5.72E-04
38565,0.00671,8.57E-04
38575,0.00598,4.86E-04
38585,0.00561,6.57E-04
38595,0.00768,4.00E-04
38605,0.00598,4.86E-04
38615,0.00463,5.43E-04
38625,0.00561,3.14E-04
38635,0.0061,4.57E-04
38645,0.00561,5.14E-04
38655,0.00768,6.86E-04
38665,0.00598,6.29E-04
38675,0.00573,6.86E-04
38685,0.00646,4.86E-04
38695,0.00622,6.57E-04
38705,0.005,5.14E-04
38715,0.00524,4.86E-04
38725,0.00524,4.57E-04
38735,0.00671,5.43E-04
38745,0.00683,5.14E-04
38755,0.0072,5.14E-04
38765,0.0061,3.72E-04
38775,0.00622,5.14E-04
38785,0.0039,5.43E-04
38795,0.00537,4.86E-04
38805,0.00622,4.00E-04
38815,0.00598,5.72E-04
38825,0.00634,3.43E-04
38835,0.00683,3.43E-04
38845,0.00646,5.72E-04
38855,0.00451,5.14E-04
38865,0.00439,4.57E-04
38875,0.00622,6.00E-04
38885,0.00585,3.14E-04
38895,0.00488,4.00E-04
38905,0.00512,4.86E-04
38915,0.00512,5.43E-04
38925,0.00537,4.29E-04
38935,0.00537,4.86E-04
38945,0.00634,7.43E-04
38955,0.00476,3.72E-04
38965,0.00317,6.29E-04
38975,0.00549,6.57E-04
38985,0.00561,3.43E-04
38995,0.00463,4.00E-04
39005,0.00622,4.57E-04
39015,0.00573,4.00E-04
39025,0.00524,7.15E-04
39035,0.00537,4.86E-04
39045,0.00537,4.86E-04
39055,0.00403,2.86E-04
39065,0.00573,2.86E-04
39075,0.00463,4.86E-04
39085,0.00451,3.43E-04
39095,0.00671,4.57E-04
39105,0.00671,5.14E-04
39115,0.00537,2.86E-04
39125,0.00488,3.72E-04
39135,0.00549,4.29E-04
39145,0.00463,4.86E-04
39155,0.00415,5.43E-04
39165,0.00354,2.00E-04
39175,0.00415,4.00E-04
39185,0.00451,1.71E-04
39195,0.00561,2.57E-04
39205,0.005,2.57E-04
39215,0.00549,7.15E-04
39225,0.00451,5.43E-04
39235,0.00695,4.00E-04
39245,0.00488,3.14E-04
39255,0.00366,5.72E-04
39265,0.00476,2.57E-04
39275,0.0039,3.43E-04
39285,0.00415,4.57E-04
39295,0.00439,5.43E-04
39305,0.005,3.72E-04
39315,0.00403,3.43E-04
39325,0.00378,4.57E-04
39335,0.00403,3.14E-04
39345,0.00378,4.86E-04
39355,0.00439,3.72E-04
39365,0.00415,2.86E-04
39375,0.00463,5.14E-04
39385,0.00585,2.86E-04
39395,0.00451,2.57E-04
39405,0.00403,3.43E-04
39415,0.00378,5.72E-04
39425,0.00561,3.43E-04
39435,0.00463,3.43E-04
39445,0.005,4.57E-04
39455,0.00439,6.29E-04
39465,0.005,5.72E-04
39475,0.005,3.72E-04
39485,0.0039,2.00E-04
39495,0.00427,3.72E-04
39505,0.00463,3.43E-04
39515,0.00463,4.86E-04
39525,0.00476,2.57E-04
39535,0.00366,4.00E-04
39545,0.00524,3.43E-04
39555,0.00329,4.29E-04
39565,0.00488,3.72E-04
39575,0.00512,4.00E-04
39585,0.00354,2.86E-04
39595,0.00439,3.72E-04
39605,0.005,2.57E-04
39615,0.00293,2.57E-04
39625,0.00451,3.14E-04
39635,0.00378,3.14E-04
39645,0.00354,2.86E-04
39655,0.00439,5.72E-04
39665,0.00476,4.00E-04
39675,0.005,4.29E-04
39685,0.00342,3.72E-04
39695,0.00329,4.00E-04
39705,0.00317,3.43E-04
39715,0.00281,2.29E-04
39725,0.005,2.29E-04
39735,0.00463,4.86E-04
39745,0.0022,4.86E-04
39755,0.00463,4.86E-04
39765,0.00463,3.14E-04
39775,0.00573,4.57E-04
39785,0.00427,3.14E-04
39795,0.00366,4.00E-04
39805,0.00439,2.00E-04
39815,0.00378,2.57E-04
39825,0.00439,4.29E-04
39835,0.00427,3.72E-04
39845,0.00366,4.29E-04
39855,0.00366,3.14E-04
39865,0.005,5.14E-04
39875,0.00354,3.43E-04
39885,0.00354,2.57E-04
39895,0.00329,3.14E-04
39905,0.00439,2.29E-04
39915,0.00378,4.29E-04
39925,0.00378,4.00E-04
39935,0.00329,3.14E-04
39945,0.00378,2.29E-04
39955,0.00427,3.14E-04
39965,0.00329,3.14E-04
39975,0.00403,3.43E-04
39985,0.00476,3.14E-04
39995,0.00378,2.86E-04
