    0.100410    0.082630    0.010000
    0.101510    0.082470    0.010000
    0.102610    0.082510    0.010000
    0.103710    0.083530    0.010000
    0.104810    0.082860    0.010000
    0.105910    0.082550    0.010000
    0.107010    0.083080    0.010000
    0.108110    0.082840    0.010000
    0.109210    0.082980    0.010000
    0.110310    0.082040    0.010000
    0.111410    0.082660    0.010000
    0.112510    0.082510    0.010000
    0.113610    0.082580    0.010000
    0.114710    0.082800    0.010000
    0.115810    0.083070    0.010000
    0.116910    0.082690    0.010000
    0.118010    0.082920    0.010000
    0.119110    0.083970    0.010000
    0.120210    0.082960    0.010000
    0.121310    0.083180    0.010000
    0.122410    0.083190    0.010000
    0.123510    0.082910    0.010000
    0.124610    0.083820    0.010000
    0.125710    0.083980    0.010000
    0.126810    0.084000    0.010000
    0.127910    0.083330    0.010000
    0.129010    0.083590    0.010000
    0.130110    0.083710    0.010000
    0.131220    0.083670    0.010000
    0.132320    0.083600    0.010000
    0.133420    0.083010    0.010000
    0.134520    0.083130    0.010000
    0.135620    0.082820    0.010000
    0.136720    0.082820    0.010000
    0.137820    0.083100    0.010000
    0.138920    0.085690    0.010000
    0.140020    0.086190    0.010000
    0.141120    0.085270    0.010000
    0.142220    0.083610    0.010000
    0.143320    0.083160    0.010000
    0.144420    0.083470    0.010000
    0.145520    0.083410    0.010000
    0.146620    0.083990    0.010000
    0.147720    0.083870    0.010000
    0.148820    0.083160    0.010000
    0.149920    0.083180    0.010000
    0.151020    0.082540    0.010000
    0.152120    0.083430    0.010000
    0.153220    0.084000    0.010000
    0.154320    0.084060    0.010000
    0.155420    0.083300    0.010000
    0.156520    0.084210    0.010000
    0.157620    0.083240    0.010000
    0.158720    0.083170    0.010000
    0.159820    0.083520    0.010000
    0.160920    0.083890    0.010000
    0.162020    0.083970    0.010000
    0.163120    0.083540    0.010000
    0.164220    0.083730    0.010000
    0.165320    0.083900    0.010000
    0.166420    0.083440    0.010000
    0.167520    0.083310    0.010000
